time,rain_sum,city
2020-06-27,0.0,"NG,Abuja"
2020-06-28,2.1,"NG,Abuja"
2020-06-29,19.6,"NG,Abuja"
2020-06-30,22.9,"NG,Abuja"
2020-07-01,2.5,"NG,Abuja"
2020-07-02,0.8,"NG,Abuja"
2020-07-03,17.4,"NG,Abuja"
2020-07-04,34.8,"NG,Abuja"
2020-07-05,4.0,"NG,Abuja"
2020-07-06,3.7,"NG,Abuja"
2020-07-07,14.6,"NG,Abuja"
2020-07-08,6.0,"NG,Abuja"
2020-07-09,1.3,"NG,Abuja"
2020-07-10,5.4,"NG,Abuja"
2020-07-11,4.9,"NG,Abuja"
2020-07-12,4.8,"NG,Abuja"
2020-07-13,10.2,"NG,Abuja"
2020-07-14,23.3,"NG,Abuja"
2020-07-15,11.0,"NG,Abuja"
2020-07-16,10.5,"NG,Abuja"
2020-07-17,7.3,"NG,Abuja"
2020-07-18,2.4,"NG,Abuja"
2020-07-19,3.2,"NG,Abuja"
2020-07-20,3.3,"NG,Abuja"
2020-07-21,1.1,"NG,Abuja"
2020-07-22,5.3,"NG,Abuja"
2020-07-23,16.7,"NG,Abuja"
2020-07-24,10.3,"NG,Abuja"
2020-07-25,16.6,"NG,Abuja"
2020-07-26,2.3,"NG,Abuja"
2020-07-27,7.0,"NG,Abuja"
2020-07-28,2.1,"NG,Abuja"
2020-07-29,4.8,"NG,Abuja"
2020-07-30,2.5,"NG,Abuja"
2020-07-31,4.4,"NG,Abuja"
2020-08-01,1.2,"NG,Abuja"
2020-08-02,2.7,"NG,Abuja"
2020-08-03,14.9,"NG,Abuja"
2020-08-04,0.0,"NG,Abuja"
2020-08-05,0.4,"NG,Abuja"
2020-08-06,3.2,"NG,Abuja"
2020-08-07,1.0,"NG,Abuja"
2020-08-08,0.8,"NG,Abuja"
2020-08-09,0.0,"NG,Abuja"
2020-08-10,0.8,"NG,Abuja"
2020-08-11,0.0,"NG,Abuja"
2020-08-12,0.0,"NG,Abuja"
2020-08-13,2.0,"NG,Abuja"
2020-08-14,20.6,"NG,Abuja"
2020-08-15,0.1,"NG,Abuja"
2020-08-16,0.0,"NG,Abuja"
2020-08-17,3.0,"NG,Abuja"
2020-08-18,7.1,"NG,Abuja"
2020-08-19,2.4,"NG,Abuja"
2020-08-20,6.1,"NG,Abuja"
2020-08-21,17.5,"NG,Abuja"
2020-08-22,3.1,"NG,Abuja"
2020-08-23,3.9,"NG,Abuja"
2020-08-24,17.5,"NG,Abuja"
2020-08-25,4.0,"NG,Abuja"
2020-08-26,4.4,"NG,Abuja"
2020-08-27,2.4,"NG,Abuja"
2020-08-28,14.3,"NG,Abuja"
2020-08-29,12.9,"NG,Abuja"
2020-08-30,17.8,"NG,Abuja"
2020-08-31,2.2,"NG,Abuja"
2020-09-01,18.0,"NG,Abuja"
2020-09-02,5.9,"NG,Abuja"
2020-09-03,6.6,"NG,Abuja"
2020-09-04,12.4,"NG,Abuja"
2020-09-05,18.6,"NG,Abuja"
2020-09-06,9.5,"NG,Abuja"
2020-09-07,20.2,"NG,Abuja"
2020-09-08,36.6,"NG,Abuja"
2020-09-09,6.3,"NG,Abuja"
2020-09-10,1.9,"NG,Abuja"
2020-09-11,1.7,"NG,Abuja"
2020-09-12,3.1,"NG,Abuja"
2020-09-13,11.1,"NG,Abuja"
2020-09-14,8.2,"NG,Abuja"
2020-09-15,3.4,"NG,Abuja"
2020-09-16,16.7,"NG,Abuja"
2020-09-17,1.1,"NG,Abuja"
2020-09-18,13.2,"NG,Abuja"
2020-09-19,14.1,"NG,Abuja"
2020-09-20,5.4,"NG,Abuja"
2020-09-21,20.9,"NG,Abuja"
2020-09-22,0.0,"NG,Abuja"
2020-09-23,4.8,"NG,Abuja"
2020-09-24,0.3,"NG,Abuja"
2020-09-25,1.1,"NG,Abuja"
2020-09-26,24.7,"NG,Abuja"
2020-09-27,1.0,"NG,Abuja"
2020-09-28,16.3,"NG,Abuja"
2020-09-29,7.6,"NG,Abuja"
2020-09-30,7.2,"NG,Abuja"
2020-10-01,0.1,"NG,Abuja"
2020-10-02,0.3,"NG,Abuja"
2020-10-03,0.0,"NG,Abuja"
2020-10-04,0.7,"NG,Abuja"
2020-10-05,6.5,"NG,Abuja"
2020-10-06,10.1,"NG,Abuja"
2020-10-07,0.0,"NG,Abuja"
2020-10-08,8.7,"NG,Abuja"
2020-10-09,2.5,"NG,Abuja"
2020-10-10,0.1,"NG,Abuja"
2020-10-11,0.6,"NG,Abuja"
2020-10-12,0.2,"NG,Abuja"
2020-10-13,0.7,"NG,Abuja"
2020-10-14,2.8,"NG,Abuja"
2020-10-15,0.2,"NG,Abuja"
2020-10-16,0.0,"NG,Abuja"
2020-10-17,0.0,"NG,Abuja"
2020-10-18,0.2,"NG,Abuja"
2020-10-19,3.7,"NG,Abuja"
2020-10-20,0.3,"NG,Abuja"
2020-10-21,0.0,"NG,Abuja"
2020-10-22,0.0,"NG,Abuja"
2020-10-23,0.0,"NG,Abuja"
2020-10-24,0.0,"NG,Abuja"
